# control-sequence	role	source-binding
# Mined from LaTeXML 0.8.8 bindings (/usr/share/perl5/LaTeXML/Package)
# DefMath role=>/meaning=> declarations. Use: R14 lexeme classes +
# classification step 3 (standard math vocabulary with semantic roles).
ominus	ADDOP	TeX.pool
openJoin	RELOP	txfonts.sty
opentimes	RELOP	txfonts.sty
oplus	ADDOP	TeX.pool
ordinarycolon	RELOP	mathtools.sty
oright	ADDOP	mathabx.sty
oslash	MULOP	TeX.pool
otimes	MULOP	TeX.pool
otop	ADDOP	mathabx.sty
otriangleup	ADDOP	mathabx.sty
ovee	RELOP	stmaryrd.sty
overLeftRightarrow	OVERACCENT	mathabx.sty
overLeftarrow	OVERACCENT	mathabx.sty
overRightarrow	OVERACCENT	mathabx.sty
overanglebracket	OVERACCENT	actuarialangle.sty
overbrace	OVERACCENT	TeX.pool
overcirc	OVERACCENT	revsymb.sty
overgroup	OVERACCENT	mathabx.sty
overleftrightarrow	OVERACCENT	mathabx.sty
overline	OVERACCENT	TeX.pool
overstar	OVERACCENT	revsymb.sty
owedge	RELOP	stmaryrd.sty
owns	RELOP	LaTeX.pool
ownsbar	ADDOP	mathabx.sty
parallel	VERTBAR	TeX.pool
partial	DIFFOP	TeX.pool
partialslash	OPERATOR	mathabx.sty
perp	RELOP	TeX.pool
pitchfork	RELOP	amssymb.sty
pluscirc	MULOP	mathabx.sty
pm	ADDOP	TeX.pool
pod	MODIFIER	amsmath.sty
pol	OVERACCENT	elsart_support.sty
prec	RELOP	TeX.pool
precapprox	RELOP	amssymb.sty
preccurlyeq	RELOP	amssymb.sty
precdot	RELOP	mathabx.sty
preceq	RELOP	TeX.pool
preceqq	RELOP	txfonts.sty
precnapprox	RELOP	amssymb.sty
precneq	RELOP	mathabx.sty
precneqq	RELOP	txfonts.sty
precnsim	RELOP	amssymb.sty
precsim	RELOP	revsymb.sty
prime	SUPOP	TeX.pool
prod	SUMOP	TeX.pool
projlim	LIMITOP	amsopn.sty
propto	RELOP	TeX.pool
rJoin	RELOP	txfonts.sty
rVert	CLOSE	amsmath.sty
rangle	CLOSE	TeX.pool
rbag	CLOSE	stmaryrd.sty
rceil	CLOSE	TeX.pool
rdbrack	CLOSE	mathabx.sty
relbar	RELOP	TeX.pool
restriction	ARROW	amssymb.sty
rfloor	CLOSE	TeX.pool
rgroup	CLOSE	TeX.pool
rhd	ADDOP	TeX.pool
rightarrow	ARROW	TeX.pool
rightarrowfill@	ARROW	amscd.sty
rightarrowtail	ARROW	amssymb.sty
rightarrowtriangle	ARROW	stmaryrd.sty
rightbarharpoon	ARROW	mathabx.sty
rightharpoondown	ARROW	TeX.pool
rightharpoonup	ARROW	TeX.pool
rightleftarrows	ARROW	amssymb.sty
rightleftharpoon	ARROW	mathabx.sty
rightleftharpoons	METARELOP	TeX.pool
rightrightarrows	ARROW	amssymb.sty
rightrightharpoons	ARROW	mathabx.sty
rightslice	RELOP	stmaryrd.sty
rightsquigarrow	ARROW	mathabx.sty
rightthreetimes	MULOP	amssymb.sty
righttoleftarrow	ARROW	mathabx.sty
ring	OVERACCENT	accents.sty
risingdotseq	RELOP	amssymb.sty
rmd	DIFFOP	iopart_support.sty
rme	ID	iopart_support.sty
rmi	ID	iopart_support.sty
rmoustache	OPEN	TeX.pool
roarrow	OVERACCENT	revsymb.sty
rparen	CLOSE	mathtools.sty
rrbracket	CLOSE	stmaryrd.sty
rrceil	CLOSE	stmaryrd.sty
rrfloor	CLOSE	stmaryrd.sty
rrparenthesis	ARROW	stmaryrd.sty
rshad	CLOSE	iopart_support.sty
rtimes	MULOP	amssymb.sty
rvert	CLOSE	amsmath.sty
searrow	ARROW	TeX.pool
sec	TRIGFUNCTION	TeX.pool
second	RELOP	mathabx.sty
sen	TRIGFUNCTION	texvc.sty
setminus	ADDOP	TeX.pool
sgn	OPFUNCTION	texvc.sty
shortdownarrow	ARROW	stmaryrd.sty
shortleftarrow	ARROW	stmaryrd.sty
shortmid	RELOP	amssymb.sty
shortparallel	RELOP	amssymb.sty
shortrightarrow	ARROW	stmaryrd.sty
shortuparrow	ARROW	stmaryrd.sty
sim	RELOP	TeX.pool
simeq	RELOP	TeX.pool
sin	TRIGFUNCTION	TeX.pool
sinh	TRIGFUNCTION	TeX.pool
smallfrown	RELOP	amssymb.sty
smallint	INTOP	TeX.pool
smallsetminus	ADDOP	amssymb.sty
smallsmile	RELOP	amssymb.sty
smalltriangledown	RELOP	mathabx.sty
smalltriangleleft	RELOP	mathabx.sty
smalltriangleright	RELOP	mathabx.sty
smalltriangleup	RELOP	mathabx.sty
smile	RELOP	TeX.pool
sog	RELOP	mn2e_support.sty
sol	RELOP	mn2e_support.sty
sprod	SUMOP	mathabx.sty
sqbullet	MULOP	mathabx.sty
sqcap	ADDOP	TeX.pool
sqcup	ADDOP	TeX.pool
sqdoublecap	ADDOP	mathabx.sty
sqdoublecup	ADDOP	mathabx.sty
sqiint	INTOP	esint.sty
sqiintop	INTOP	esint.sty
sqint	INTOP	txfonts.sty
sqintop	INTOP	esint.sty
sqsubset	RELOP	TeX.pool
sqsubseteq	RELOP	TeX.pool
sqsubseteqq	RELOP	mathabx.sty
sqsubsetneq	RELOP	mathabx.sty
sqsupset	RELOP	TeX.pool
sqsupseteq	RELOP	TeX.pool
sqsupseteqq	RELOP	mathabx.sty
sqsupsetneq	RELOP	mathabx.sty
square	MULOP	mathabx.sty
ssearrow	ARROW	stmaryrd.sty
sslash	RELOP	stmaryrd.sty
ssum	SUMOP	mathabx.sty
sswarrow	ARROW	stmaryrd.sty
star	MULOP	TeX.pool
strictfi	RELOP	txfonts.sty
strictif	RELOP	txfonts.sty
strictiff	RELOP	txfonts.sty
subset	RELOP	TeX.pool
subseteq	RELOP	TeX.pool
subseteqq	RELOP	amssymb.sty
subsetneq	RELOP	amssymb.sty
subsetneqq	RELOP	amssymb.sty
subsetplus	RELOP	stmaryrd.sty
subsetpluseq	RELOP	stmaryrd.sty
succ	RELOP	TeX.pool
succapprox	RELOP	amssymb.sty
succcurlyeq	RELOP	amssymb.sty
succdot	RELOP	mathabx.sty
succeq	RELOP	TeX.pool
succeqq	RELOP	txfonts.sty
succnapprox	RELOP	amssymb.sty
succneq	RELOP	mathabx.sty
succneqq	RELOP	txfonts.sty
succnsim	RELOP	amssymb.sty
succsim	RELOP	revsymb.sty
sum	SUMOP	TeX.pool
sup	LIMITOP	TeX.pool
supset	RELOP	TeX.pool
supseteq	RELOP	TeX.pool
supseteqq	RELOP	amssymb.sty
supsetneq	RELOP	amssymb.sty
supsetneqq	RELOP	amssymb.sty
supsetplus	RELOP	stmaryrd.sty
supsetpluseq	RELOP	stmaryrd.sty
surd	OPERATOR	TeX.pool
swarrow	ARROW	TeX.pool
talloblong	RELOP	stmaryrd.sty
tan	TRIGFUNCTION	TeX.pool
tanh	TRIGFUNCTION	TeX.pool
tbinom	MEANING:binomial	amsmath.sty
tdot	OVERACCENT	iopart_support.sty
tensor	OVERACCENT	revsymb.sty
therefore	METARELOP	amssymb.sty
thickapprox	RELOP	amssymb.sty
thicksim	RELOP	amssymb.sty
thickvert	MID	mathabx.sty
third	RELOP	mathabx.sty
tilde	OVERACCENT	TeX.pool
times	MULOP	TeX.pool
to	ARROW	TeX.pool
top	ADDOP	TeX.pool
topdoteq	RELOP	mathabx.sty
tr	OPFUNCTION	iopart_support.sty
triangleleft	ADDOP	TeX.pool
trianglelefteqslant	RELOP	stmaryrd.sty
triangleq	RELOP	revsymb.sty
triangleright	ADDOP	TeX.pool
trianglerighteqslant	RELOP	stmaryrd.sty
twoheadleftarrow	ARROW	amssymb.sty
twoheadrightarrow	ARROW	amssymb.sty
udot	MULOP	mathabx.sty
underLeftRightarrow	UNDERACCENT	mathabx.sty
underLeftarrow	UNDERACCENT	mathabx.sty
underRightarrow	UNDERACCENT	mathabx.sty
underbrace	UNDERACCENT	TeX.pool
undergroup	UNDERACCENT	mathabx.sty
underleftarrow	UNDERACCENT	mathabx.sty
underleftrightarrow	UNDERACCENT	mathabx.sty
underrightarrow	UNDERACCENT	mathabx.sty
undertilde	UNDERACCENT	accents.sty
unlhd	ADDOP	TeX.pool
unrhd	ADDOP	TeX.pool
uparrow	ARROW	TeX.pool
updownarrow	ARROW	TeX.pool
updownarrows	ARROW	mathabx.sty
updownharpoons	ARROW	mathabx.sty
upharpoonleft	ARROW	amssymb.sty
upharpoonright	ARROW	amssymb.sty
uplus	ADDOP	TeX.pool
uptodownarrow	ARROW	mathabx.sty
upuparrows	ARROW	amssymb.sty
upupharpoons	ARROW	mathabx.sty
utilde	UNDERACCENT	undertilde.sty
vDash	RELOP	amssymb.sty
varbigcirc	MULOP	stmaryrd.sty
varcurlyvee	RELOP	stmaryrd.sty
varcurlywedge	RELOP	stmaryrd.sty
varhash	RELOP	mathabx.sty
varinjlim	LIMITOP	amsopn.sty
varliminf	LIMITOP	amsopn.sty
varlimsup	LIMITOP	amsopn.sty
varnothing	ID	amssymb.sty
varnotsign	OPERATOR	mathabx.sty
varoast	MULOP	stmaryrd.sty
varobar	RELOP	stmaryrd.sty
varobslash	MULOP	stmaryrd.sty
varocircle	MULOP	stmaryrd.sty
varodot	MULOP	stmaryrd.sty
varogreaterthan	RELOP	stmaryrd.sty
varoiiintclockwise	INTOP	txfonts.sty
varoiiintclockwiseop	INTOP	txfonts.sty
varoiiintctrclockwise	INTOP	txfonts.sty
varoiiintctrclockwiseop	INTOP	txfonts.sty
varoiint	INTOP	esint.sty
varoiintclockwise	INTOP	txfonts.sty
varoiintclockwiseop	INTOP	txfonts.sty
varoiintctrclockwise	INTOP	txfonts.sty
varoiintctrclockwiseop	INTOP	txfonts.sty
varoiintop	INTOP	esint.sty
varointclockwise	INTOP	txfonts.sty
varointclockwiseop	INTOP	txfonts.sty
varointctrclockwise	INTOP	txfonts.sty
varointctrclockwiseop	INTOP	txfonts.sty
varolessthan	RELOP	stmaryrd.sty
varominus	ADDOP	stmaryrd.sty
varoplus	ADDOP	stmaryrd.sty
varoslash	RELOP	stmaryrd.sty
varotimes	MULOP	stmaryrd.sty
varovee	RELOP	stmaryrd.sty
varowedge	RELOP	stmaryrd.sty
varparallel	RELOP	txfonts.sty
varparallelinv	RELOP	txfonts.sty
varprojlim	LIMITOP	amsopn.sty
varpropto	RELOP	amssymb.sty
varstar	MULOP	mathabx.sty
varsubsetneq	RELOP	amssymb.sty
varsubsetneqq	RELOP	amssymb.sty
varsupsetneq	RELOP	amssymb.sty
varsupsetneqq	RELOP	amssymb.sty
vartimes	MULOP	stmaryrd.sty
vcentcolon	RELOP	mathtools.sty
vdash	METARELOP	TeX.pool
vec	OVERACCENT	TeX.pool
vee	ADDOP	TeX.pool
veebar	ADDOP	amssymb.sty
veedoublebar	ADDOP	mathabx.sty
vvvert	MID	mathabx.sty
wedge	ADDOP	TeX.pool
widearrow	OVERACCENT	mathabx.sty
widebar	OVERACCENT	mathabx.sty
widecheck	OVERACCENT	mathabx.sty
widehat	OVERACCENT	TeX.pool
wideparen	OVERACCENT	mathabx.sty
widetilde	OVERACCENT	TeX.pool
wr	MULOP	TeX.pool
